epoch,train_loss
1,0.1815038708349069
2,0.06242776413758596
3,0.05893496630920304
4,0.05859671615891986
5,0.058290231972932816
6,0.05825899230937163
7,0.05826358414358563
8,0.0581115929202901
9,0.05801746207806799
10,0.057847234730919204
11,0.05782854122420152
12,0.05782349593937397
13,0.05793407869835695
14,0.0553066355900632
15,0.05666160604192151
16,0.05807473407023483
17,0.05791264751719104
18,0.057646513192190066
19,0.05704077912701501
20,0.05440734409623676
21,0.05268022376630041
22,0.05211465309063593
23,0.05203236142794291
24,0.051735388942890696
25,0.05172436580889755
26,0.05154122619165315
27,0.052678859068287745
28,0.052148416431413755
29,0.05173735962145858
30,0.0516374876929654
31,0.05117203460799323
32,0.05076209766169389
33,0.05027125010059939
34,0.05274091081486808
35,0.051587955405314766
36,0.05069943289789888
37,0.05153484373456902
38,0.04946460906002256
39,0.04892273950907919
40,0.04875430485440625
41,0.04870224392248525
42,0.04869844205677509
43,0.04863266439901458
44,0.0486419020841519
45,0.04857722524967459
46,0.04862051664127244
47,0.048586383254991636
48,0.04857338861458831
49,0.04856718331575394
50,0.048576989107661776
51,0.04856321857207351
52,0.048508279439475804
53,0.048527925171785884
54,0.04852462704810831
55,0.04848588816821575
56,0.04848212914334403
57,0.048491579583949514
58,0.04852773124972979
59,0.04845927034815153
60,0.04846957988209195
61,0.04845292493700981
62,0.048454602559407554
63,0.0485370566861497
64,0.04847443579799599
65,0.04845800395641062
66,0.04847329585916466
67,0.04842548713915878
68,0.04845069804125362
69,0.048485507981644735
70,0.048441730025741786
71,0.04847197834816244
72,0.048404763349228434
73,0.048387817624542445
74,0.048384743018282786
75,0.04838407950268851
76,0.048398519969648786
77,0.04841382118562857
78,0.048383830529120236
79,0.048376347662674055
80,0.04842549521062109
81,0.04835207180844413
82,0.04845075433452924
83,0.04869459610846308
84,0.04855036342309581
85,0.048442406579852104
86,0.04845941087438001
87,0.04841184512608581
88,0.04840219703813394
89,0.048334638277689614
90,0.04834041516813967
91,0.048337305792503886
92,0.048348120517200895
93,0.048323532566428185
94,0.04835713861717118
95,0.0486142382853561
96,0.048523378661937185
97,0.04847697996430927
98,0.04842164946926965
99,0.048405788011021085
100,0.048412506779034935
101,0.04839596442050404
102,0.04844273357755608
103,0.048441048711538315
104,0.04836502133144273
105,0.04834651077787081
106,0.04834215798311763
107,0.048317914000815816
108,0.048361731279227466
109,0.04837533396979173
110,0.048290623558892146
111,0.04831007474826442
112,0.04828429511851735
113,0.04826044808659288
114,0.04830666941901048
115,0.04828586574229929
116,0.04831030923459265
117,0.04829730321135786
118,0.0483078027351035
119,0.048295838551388845
120,0.048367431180344686
121,0.04830670108397802
122,0.04824281897809771
123,0.048235894077354007
124,0.04826140527923902
125,0.04930980131030083
126,0.04890377074480057
127,0.04857954382896423
128,0.048425699687666364
129,0.048368466604087085
130,0.048365651733345456
131,0.0483859469079309
132,0.048333058340681925
133,0.048350964983304344
134,0.04831349146034983
135,0.048419916795359716
136,0.04851898985604445
137,0.04841240764492088
138,0.048283521085977554
