epoch,lr,train_loss,train_acc,val_loss,val_acc,val_f1_macro,sec
35,0.0003,0.07930610825618108,0.9627791563275434,0.10881088115274906,0.9595744680851064,0.9676117210230035,0.445767879486084
36,0.0003,0.05263595966001352,0.9836937256292095,0.13138986006379128,0.85,0.9102589177964369,0.4458496570587158
37,0.00015,0.07587641105055809,0.9517901453385325,0.050831773318350315,0.9882978723404255,0.9898404460521049,0.4413459300994873
38,0.00015,0.04387712633858124,0.9922013470400567,0.08103519212454557,0.9765957446808511,0.981575369075369,0.44206833839416504
39,0.00015,0.04522580001503229,0.989365473236441,0.06318163871765137,0.9787234042553191,0.9834571450937925,0.4502227306365967
40,0.00015,0.04238170299989482,0.9851116625310173,0.028328087646514177,0.9936170212765958,0.9942527558099958,0.4347357749938965
41,0.00015,0.021584753490363557,0.9985820630981921,0.01756729744374752,0.9968085106382979,0.9971410081807413,0.43492698669433594
42,0.00015,0.025253120965013903,0.9939737681673165,0.01946407649666071,0.9893617021276596,0.9923654960358633,0.4323723316192627
43,0.00015,0.02789259849426647,0.9957461892945764,0.023283381713554263,0.9946808510638298,0.9953536524879563,0.5290646553039551
44,0.00015,0.0250714555537949,0.9943282523927686,0.017715655965730548,0.9946808510638298,0.9956711649428153,0.43554162979125977
45,7.5e-05,0.019863250277315576,0.9971641261963843,0.023003570269793272,0.9914893617021276,0.9928568905841633,0.4332437515258789
46,7.5e-05,0.018786215611423056,0.9975186104218362,0.01947764027863741,0.9968085106382979,0.9968219768381363,0.42949485778808594
47,7.5e-05,0.01796407966564099,0.9964551577454803,0.01949531852733344,0.9968085106382979,0.9968219768381363,0.4376485347747803
48,7.5e-05,0.016857442911714315,0.9985820630981921,0.015161970164626837,0.9968085106382979,0.9971410081807413,0.4314577579498291
49,7.5e-05,0.016165086184628308,0.9985820630981921,0.01193056907504797,0.9936170212765958,0.9949415520919758,0.4346015453338623
50,7.5e-05,0.0176231189398095,0.9982275788727402,0.028339337441138923,0.9936170212765958,0.9942527558099958,0.4307088851928711
51,7.5e-05,0.017916808564526338,0.9971641261963843,0.018508607405237854,0.9968085106382979,0.9968219768381363,0.4437437057495117
