epoch,train_loss
1,0.8347785373528799
2,0.7481717500421736
3,0.7088333235846626
4,0.6601516306400299
5,0.651069806681739
6,0.6396887103716532
7,0.6373917857805887
8,0.6381058030658298
9,0.6354415549172295
10,0.6313929789596133
11,0.6283000343375735
12,0.6336054305235544
13,0.6270847684807248
14,0.6297079291608598
15,0.6349248621198866
16,0.6255174610349867
17,0.6211027238104079
18,0.6208693981170654
19,0.6192160844802856
20,0.6171176301108466
21,0.6202556424670749
22,0.6270635459158156
23,0.617438793182373
24,0.6140768859121535
25,0.6184355881479051
26,0.6169876522488065
27,0.6119118862681918
28,0.612702833281623
29,0.6111924019124773
30,0.6152155796686808
31,0.6120959288544126
32,0.6175278226534525
33,0.6170567870140076
34,0.6107360985543993
35,0.612238241566552
36,0.60938451356358
37,0.607512527041965
38,0.6099048190646701
39,0.6054062081707848
40,0.6080282164944543
41,0.6056627167595757
42,0.6182874308692085
43,0.6148599518669976
44,0.6109587053457896
45,0.6031657755374908
46,0.6017460624376932
47,0.6025811963611178
48,0.600637329949273
49,0.5986425346798367
50,0.6027067734135522
51,0.6029995216263665
52,0.6022713449266222
53,0.5981531408098009
54,0.5972267753548093
55,0.5949551728036668
56,0.5958772434128655
57,0.5965782933764987
58,0.5957708259423574
59,0.5959253278043535
60,0.5953885283735063
61,0.5953515436914232
62,0.6005556748972999
63,0.5940227144294314
64,0.5942452549934387
65,0.5943056643009186
66,0.5903742379612393
67,0.5943499505519867
68,0.5923443635304769
69,0.587783909506268
70,0.5880837109353807
71,0.6174723439746432
72,0.6003074016835954
73,0.5937791599167718
74,0.5834244092305502
75,0.5651130742496915
76,0.5442430939939287
77,0.514795333147049
78,0.4862348785003026
79,0.4201919072204166
80,0.3656921486059825
81,0.3391483293639289
82,0.3169333090384801
83,0.29015134274959564
84,0.26853341774808037
85,0.2536166359980901
86,0.24961438361141416
87,0.23211614870362812
88,0.22154231369495392
89,0.21803357700506845
90,0.20886634207434124
91,0.2043443951341841
92,0.1993587025337749
93,0.19787626879082787
94,0.19172245346837574
95,0.1912789535191324
96,0.18693495045105615
97,0.18518457230594423
98,0.18656852344671884
99,0.1842897492978308
100,0.1818160182899899
101,0.18201450589630339
102,0.18007584826813805
103,0.18338171889384589
104,0.1805194765329361
105,0.17715112409657902
106,0.18298989782730737
107,0.18015330202049679
108,0.17841251442829767
109,0.17780340131786135
110,0.17379082325432035
111,0.17390998204549155
112,0.17298463566435707
113,0.1738862842321396
114,0.17416545252005258
115,0.17247285114394295
116,0.17216791874832577
117,0.17186267922321954
118,0.17191893855730692
119,0.17186658746666378
120,0.1711849653058582
121,0.17132332838243908
122,0.1722994570930799
123,0.17076616237560907
124,0.16623406815860006
125,0.17046704474422666
126,0.16729181756575903
127,0.16687427875068453
128,0.16713078485594857
129,0.16868518044551215
130,0.16589201821221244
131,0.1671912239657508
132,0.16543915702237022
133,0.16685604635212156
134,0.16717754387193257
135,0.16469744013415444
136,0.1680520905388726
137,0.16665719573696455
138,0.1675800167851978
139,0.1647840158806907
140,0.16613472915358013
141,0.16560479501883188
142,0.16531016098128426
143,0.16485031983918613
144,0.16871523525979784
145,0.16797450598743227
146,0.16678563008705774
147,0.1629275745815701
148,0.16372315171692106
149,0.16517268700732124
150,0.16363854044013554
151,0.1629875906639629
152,0.16902624153428608
153,0.1622689055899779
154,0.16625053725308842
155,0.16318515605396694
156,0.1644964110520151
157,0.16719474891821542
158,0.16333223051495022
159,0.16344453891118368
160,0.16363610616988605
161,0.16540752351284027
162,0.16353452454010645
163,0.1637317794892523
164,0.1650788535674413
165,0.16143962740898132
166,0.16286782175302505
167,0.16056008429990876
168,0.1661764822072453
169,0.1639127420882384
170,0.16209722724225786
171,0.16422479848066965
172,0.16101425430840915
173,0.16426598611805174
174,0.1616280898451805
175,0.16163704958226946
176,0.1641848443282975
177,0.160882489134868
178,0.16248157372077307
179,0.16189486823148197
180,0.16411802338229287
181,0.1643187113934093
182,0.16404085026846993
