fault,TP,FN,TPR
F1L,1030,209,0.831315577078289
F2L,618,752,0.4510948905109489
F3L,745,238,0.757884028484232
F4L,0,1389,0.0
F5L,442,937,0.3205221174764322
F6L,1239,150,0.8920086393088553
F7L,1025,364,0.7379409647228222
